## created with command:
## bgzip -d -c gnomad.v2.1.1.lof_metrics.by_gene.txt.bgz | cut -f 1,2,21,24,29,30 > gnomad.v2.1.1.gene-constraints.tsv
## pLI (probability of being loss-of-function intolerant)
## pLI scores closer to one indicate more intolerance to protein-truncating variation. For a set of transcripts
## intolerant of protein-truncating variation, we suggest pLI ≥ 0.9.
##
## Observed / expected (oe)
## The constraint score shown in gnomAD is the ratio of the observed / expected (oe) number of loss-of-function variants
## in that gene. The expected counts are based on a mutational model that takes sequence context, coverage and methylation
## into account.
## Interpretation
## Observed/expected (oe) is a continuous measure of how tolerant a gene is to a certain class of variation
## (e.g. loss-of-function). When a gene has a low oe value, it is under stronger selection for that class of variation
## than a gene with a higher value. Because counts depend on gene size and sample size, the precision of the oe values
## varies a lot from one gene to the next. Therefore in addition to the oe value, we also display the 90% confidence
## interval (CI) for each of the oe values. When evaluating how constrained a gene is, it is essential to take the 90%
## CI into consideration.
## Although oe is a continuous value, we understand that it can be useful to use a threshold for certain applications. In
## particular, for the interpretation of Mendelian diseases cases, we suggest using the upper bound of the oe CI < 0.35
## as a threshold if needed. Again, ideally oe should be used as a continuous value rather than a cutoff and evaluating
## the oe 90% CI is a must.
#gene	transcript	pLI	oe_lof	oe_lof_lower	oe_lof_upper
FKBP1B	ENST00000380986	3.9358e-01	2.0104e-01	7.0000e-02	9.5100e-01
GNMT	ENST00000372808	2.8153e-03	4.8169e-01	2.6300e-01	9.5100e-01
INSRR	ENST00000368195	5.3976e-24	7.4136e-01	5.8300e-01	9.5100e-01
GEN1	ENST00000381254	3.7299e-15	6.9761e-01	5.1800e-01	9.5100e-01
COQ5	ENST00000288532	2.8412e-05	5.6093e-01	3.4500e-01	9.5100e-01
CCDC43	ENST00000315286	2.8825e-04	5.2682e-01	3.0800e-01	9.5100e-01
RHD	ENST00000328664	2.8534e-05	5.6060e-01	3.4500e-01	9.5100e-01
RAPGEF3	ENST00000449771	7.0737e-23	7.3785e-01	5.7700e-01	9.5100e-01
AOAH	ENST00000258749	4.3783e-14	6.8958e-01	5.0700e-01	9.5100e-01
SMPX	ENST00000379494	6.2317e-01	0.0000e+00	0.0000e+00	9.5100e-01
TNFSF15	ENST00000374045	2.8159e-03	4.8166e-01	2.6300e-01	9.5100e-01
SOX1	ENST00000330949	6.2322e-01	0.0000e+00	0.0000e+00	9.5100e-01
ITFG2	ENST00000228799	2.4768e-08	6.2629e-01	4.2300e-01	9.5100e-01
AGTRAP	ENST00000314340	1.8842e-01	3.0224e-01	1.2300e-01	9.5100e-01
TRIM29	ENST00000341846	8.1158e-08	6.1759e-01	4.1200e-01	9.5100e-01
SCUBE2	ENST00000520467	3.5629e-21	7.3048e-01	5.6600e-01	9.5100e-01
OCLN	ENST00000355237	8.5583e-07	5.9824e-01	3.8800e-01	9.5100e-01
B9D1	ENST00000261499	2.8034e-03	4.8209e-01	2.6300e-01	9.5200e-01
DDAH1	ENST00000284031	2.7974e-03	4.8230e-01	2.6300e-01	9.5200e-01
SIVA1	ENST00000329967	2.5729e-02	4.1607e-01	2.0400e-01	9.5200e-01
TMEM241	ENST00000383233	8.4710e-07	5.9892e-01	3.8900e-01	9.5200e-01
A2ML1	ENST00000299698	1.6109e-34	7.7171e-01	6.2900e-01	9.5200e-01
HOXD13	ENST00000392539	8.6055e-03	4.5257e-01	2.3600e-01	9.5200e-01
RAB2B	ENST00000397762	2.8028e-03	4.8211e-01	2.6300e-01	9.5200e-01
ZP3	ENST00000394857	2.8508e-04	5.2777e-01	3.0900e-01	9.5200e-01
LRRC63	ENST00000595396	2.8312e-05	5.6120e-01	3.4500e-01	9.5200e-01
ZNF568	ENST00000333987	2.2849e-09	6.4172e-01	4.4300e-01	9.5200e-01
SMIM11	ENST00000399295	6.2261e-01	0.0000e+00	0.0000e+00	9.5300e-01
RSU1	ENST00000377921	8.9071e-04	5.0757e-01	2.8800e-01	9.5300e-01
CHCHD4	ENST00000295767	1.8737e-01	3.0302e-01	1.2300e-01	9.5300e-01
MYOM1	ENST00000356443	1.7267e-40	7.8424e-01	6.4800e-01	9.5300e-01
TFB2M	ENST00000366514	8.7667e-06	5.7569e-01	3.6100e-01	9.5300e-01
FER1L6	ENST00000522917	7.1267e-43	7.8831e-01	6.5500e-01	9.5300e-01
RNF207	ENST00000377939	5.4736e-12	6.7282e-01	4.8300e-01	9.5300e-01
PRR11	ENST00000262293	8.4224e-07	5.9930e-01	3.8900e-01	9.5300e-01
RASAL1	ENST00000546530	1.2135e-14	6.9545e-01	5.1400e-01	9.5300e-01
SHISA2	ENST00000319420	7.3123e-02	3.6882e-01	1.6700e-01	9.5300e-01
STAC2	ENST00000333461	8.4083e-07	5.9941e-01	3.8900e-01	9.5300e-01
IGHMBP2	ENST00000255078	3.0212e-16	7.0583e-01	5.2900e-01	9.5300e-01
TEX14	ENST00000240361	9.1390e-36	7.7574e-01	6.3400e-01	9.5400e-01
PGPEP1	ENST00000269919	8.4969e-03	4.5387e-01	2.3600e-01	9.5400e-01
DHRS13	ENST00000378895	2.5578e-02	4.1672e-01	2.0400e-01	9.5400e-01
METTL4	ENST00000574538	7.8250e-08	6.1979e-01	4.1400e-01	9.5400e-01
CDK9	ENST00000373264	8.8930e-05	5.4668e-01	3.2900e-01	9.5400e-01
UBTD2	ENST00000393792	1.8693e-01	3.0335e-01	1.2300e-01	9.5400e-01
VGLL4	ENST00000430365	7.2826e-02	3.6931e-01	1.6700e-01	9.5400e-01
KLK8	ENST00000391806	8.8493e-05	5.4708e-01	3.2900e-01	9.5500e-01
CHRNB3	ENST00000289957	8.5898e-06	5.7719e-01	3.6200e-01	9.5500e-01
PSMB9	ENST00000374859	2.7499e-03	4.8396e-01	2.6400e-01	9.5500e-01
PLEKHA8	ENST00000449726	2.1757e-09	6.4428e-01	4.4400e-01	9.5500e-01
PAPSS2	ENST00000456849	1.9748e-10	6.5754e-01	4.6200e-01	9.5500e-01
EFCAB14	ENST00000371933	7.7776e-08	6.2016e-01	4.1400e-01	9.5500e-01
GALT	ENST00000556278	8.8234e-05	5.4732e-01	3.2900e-01	9.5500e-01
CYP11B1	ENST00000292427	8.2450e-07	6.0071e-01	3.9000e-01	9.5500e-01
GNPDA2	ENST00000295448	8.4836e-03	4.5404e-01	2.3600e-01	9.5500e-01
SLC9A9	ENST00000316549	5.3311e-12	6.7391e-01	4.8400e-01	9.5500e-01
F2R	ENST00000319211	8.4678e-03	4.5423e-01	2.3600e-01	9.5500e-01
ARMCX1	ENST00000372829	7.2672e-02	3.6957e-01	1.6700e-01	9.5500e-01
NAA16	ENST00000379406	1.8144e-18	7.2065e-01	5.4900e-01	9.5500e-01
SLC26A3	ENST00000340010	1.3699e-13	6.8828e-01	5.0400e-01	9.5500e-01
ECHS1	ENST00000368547	8.7731e-04	5.0896e-01	2.8800e-01	9.5600e-01
NIFK	ENST00000285814	2.7756e-04	5.3008e-01	3.1000e-01	9.5600e-01
RPGRIP1L	ENST00000379925	4.0830e-31	7.6685e-01	6.1900e-01	9.5600e-01
C15orf40	ENST00000451195	1.8627e-01	3.0385e-01	1.2300e-01	9.5600e-01
PLCH2	ENST00000449969	1.8065e-18	7.2075e-01	5.4900e-01	9.5600e-01
TMCC3	ENST00000261226	2.7391e-05	5.6376e-01	3.4700e-01	9.5600e-01
RGS22	ENST00000360863	1.6387e-30	7.6494e-01	6.1600e-01	9.5600e-01
NGFRAP1	ENST00000372645	6.2141e-01	0.0000e+00	0.0000e+00	9.5600e-01
SLC25A17	ENST00000435456	2.7533e-05	5.6336e-01	3.4700e-01	9.5600e-01
SDC1	ENST00000381150	8.4118e-03	4.5492e-01	2.3700e-01	9.5600e-01
PAPL	ENST00000331256	2.1396e-09	6.4516e-01	4.4500e-01	9.5700e-01
TTC24	ENST00000368236	2.3067e-08	6.3039e-01	4.2600e-01	9.5700e-01
ZNRF2	ENST00000323037	7.2297e-02	3.7020e-01	1.6800e-01	9.5700e-01
SIRT2	ENST00000249396	2.3295e-08	6.2982e-01	4.2500e-01	9.5700e-01
ZUFSP	ENST00000368576	2.1193e-09	6.4566e-01	4.4500e-01	9.5700e-01
CASC1	ENST00000395987	3.8887e-14	6.9363e-01	5.1000e-01	9.5700e-01
C21orf91	ENST00000284881	8.7035e-04	5.0969e-01	2.8900e-01	9.5700e-01
IBA57	ENST00000366711	8.3921e-03	4.5516e-01	2.3700e-01	9.5700e-01
BPIFB1	ENST00000253354	2.3224e-08	6.3000e-01	4.2600e-01	9.5700e-01
STX18	ENST00000306200	2.4881e-07	6.1211e-01	4.0300e-01	9.5700e-01
CDC42EP3	ENST00000295324	1.8562e-01	3.0433e-01	1.2300e-01	9.5700e-01
HTR3B	ENST00000260191	2.4797e-07	6.1233e-01	4.0300e-01	9.5700e-01
MOGS	ENST00000233616	5.8071e-11	6.6440e-01	4.7000e-01	9.5700e-01
PFKFB4	ENST00000232375	2.1422e-09	6.4510e-01	4.4500e-01	9.5700e-01
EMCN	ENST00000296420	8.6416e-05	5.4902e-01	3.3000e-01	9.5800e-01
PGM2	ENST00000381967	5.0352e-12	6.7627e-01	4.8600e-01	9.5800e-01
ZNF540	ENST00000592533	3.9014e-01	2.0248e-01	7.1000e-02	9.5800e-01
ZNF546	ENST00000347077	5.0239e-12	6.7637e-01	4.8600e-01	9.5800e-01
WBSCR16	ENST00000329959	8.6789e-04	5.0995e-01	2.8900e-01	9.5800e-01
FBLN7	ENST00000331203	8.4159e-06	5.7870e-01	3.6300e-01	9.5800e-01
NLRP13	ENST00000342929	9.0301e-16	7.0663e-01	5.2800e-01	9.5800e-01
AC018470.1	ENST00000595354	8.3655e-03	4.5549e-01	2.3700e-01	9.5800e-01
CTH	ENST00000370938	7.4820e-08	6.2250e-01	4.1500e-01	9.5900e-01
SLC7A7	ENST00000397532	7.9543e-07	6.0310e-01	3.9200e-01	9.5900e-01
DBNDD2	ENST00000372710	8.3064e-03	4.5623e-01	2.3700e-01	9.5900e-01
GIPC1	ENST00000393033	8.3114e-03	4.5616e-01	2.3700e-01	9.5900e-01
DGCR14	ENST00000252137	2.4382e-07	6.1340e-01	4.0400e-01	9.5900e-01
C19orf67	ENST00000548523	2.7363e-04	5.3132e-01	3.1100e-01	9.5900e-01
SH2D1A	ENST00000371139	3.8935e-01	2.0282e-01	7.1000e-02	9.5900e-01
REN	ENST00000272190	2.4297e-07	6.1362e-01	4.0400e-01	9.5900e-01
C5orf54	ENST00000408953	2.6602e-05	5.6603e-01	3.4800e-01	9.6000e-01
CNGA4	ENST00000379936	2.4213e-07	6.1384e-01	4.0400e-01	9.6000e-01
ZNF431	ENST00000311048	2.4969e-02	4.1940e-01	2.0600e-01	9.6000e-01
PPP2R3C	ENST00000261475	6.8180e-09	6.3979e-01	4.3700e-01	9.6000e-01
ANO2	ENST00000327087	1.7082e-22	7.4277e-01	5.7900e-01	9.6100e-01
ASZ1	ENST00000284629	6.6692e-09	6.4101e-01	4.3800e-01	9.6100e-01
PARP15	ENST00000464300	6.7366e-09	6.4045e-01	4.3700e-01	9.6100e-01
VPS33B	ENST00000333371	2.4065e-16	7.1213e-01	5.3400e-01	9.6100e-01
CTDSPL	ENST00000273179	2.6698e-03	4.8684e-01	2.6600e-01	9.6100e-01
DDX11	ENST00000407793	2.3461e-21	7.3814e-01	5.7200e-01	9.6100e-01
LRRC24	ENST00000529415	8.5094e-04	5.1177e-01	2.9000e-01	9.6100e-01
RASL10A	ENST00000216101	1.8418e-01	3.0544e-01	1.2400e-01	9.6100e-01
RNASET2	ENST00000508775	2.6891e-04	5.3283e-01	3.1200e-01	9.6100e-01
TMEM56-RWDD3	ENST00000604534	8.2291e-03	4.5720e-01	2.3800e-01	9.6100e-01
KIAA1377	ENST00000263468	5.2173e-18	7.2269e-01	5.4900e-01	9.6200e-01
LINS	ENST00000314742	2.3746e-07	6.1508e-01	4.0500e-01	9.6200e-01
MYO1H	ENST00000310903	2.0646e-25	7.5444e-01	5.9600e-01	9.6200e-01
C11orf80	ENST00000360962	2.0062e-09	6.4853e-01	4.4700e-01	9.6200e-01
ZSCAN5A	ENST00000587340	8.1938e-03	4.5765e-01	2.3800e-01	9.6200e-01
DIRAS1	ENST00000323469	3.8800e-01	2.0339e-01	7.1000e-02	9.6200e-01
SETD9	ENST00000285947	8.3912e-05	5.5145e-01	3.3100e-01	9.6200e-01
SEC16B	ENST00000308284	2.0871e-25	7.5429e-01	5.9600e-01	9.6200e-01
CCDC114	ENST00000315396	6.6333e-09	6.4130e-01	4.3800e-01	9.6200e-01
LAMP3	ENST00000265598	2.6747e-04	5.3330e-01	3.1200e-01	9.6200e-01
OAT	ENST00000368845	7.7182e-07	6.0512e-01	3.9300e-01	9.6200e-01
BBS12	ENST00000542236	2.3352e-07	6.1615e-01	4.0600e-01	9.6300e-01
PPP1R3C	ENST00000238994	2.6397e-03	4.8796e-01	2.6600e-01	9.6300e-01
ALOX5AP	ENST00000380490	7.0729e-02	3.7290e-01	1.6900e-01	9.6300e-01
NT5C1A	ENST00000235628	8.3350e-05	5.5200e-01	3.3200e-01	9.6300e-01
SYS1	ENST00000243918	7.0915e-02	3.7257e-01	1.6900e-01	9.6300e-01
HAUS6	ENST00000380502	6.4188e-17	7.1711e-01	5.4000e-01	9.6300e-01
BLOC1S1	ENST00000548925	7.0821e-02	3.7274e-01	1.6900e-01	9.6300e-01
NPIPB4	ENST00000415645	1.8311e-01	3.0626e-01	1.2400e-01	9.6300e-01
YBX3	ENST00000228251	8.0641e-06	5.8186e-01	3.6500e-01	9.6300e-01
FNDC7	ENST00000370017	1.5580e-11	6.7463e-01	4.8100e-01	9.6300e-01
SLC35B4	ENST00000378509	2.6127e-05	5.6744e-01	3.4900e-01	9.6300e-01
ZNF33A	ENST00000374618	1.9718e-09	6.4944e-01	4.4800e-01	9.6300e-01
GZMK	ENST00000231009	8.1495e-03	4.5822e-01	2.3800e-01	9.6300e-01
CDH17	ENST00000027335	3.4172e-14	6.9798e-01	5.1300e-01	9.6300e-01
LACE1	ENST00000368977	6.4428e-09	6.4291e-01	4.3900e-01	9.6400e-01
EDN3	ENST00000337938	2.4568e-02	4.2122e-01	2.0600e-01	9.6400e-01
RPL37	ENST00000274242	1.8273e-01	3.0655e-01	1.2400e-01	9.6400e-01
BSG	ENST00000333511	2.5873e-05	5.6821e-01	3.5000e-01	9.6400e-01
CERS5	ENST00000317551	6.4962e-09	6.4245e-01	4.3900e-01	9.6400e-01
CR1	ENST00000367049	1.6488e-35	7.8260e-01	6.3900e-01	9.6400e-01
AUH	ENST00000375731	8.0240e-06	5.8223e-01	3.6500e-01	9.6400e-01
MYBPC2	ENST00000357701	3.8252e-23	7.4788e-01	5.8500e-01	9.6400e-01
PCSK4	ENST00000300954	1.3398e-12	6.8541e-01	4.9500e-01	9.6400e-01
SPATA24	ENST00000450845	2.6214e-03	4.8864e-01	2.6700e-01	9.6400e-01
SLC35E2B	ENST00000378662	2.6282e-03	4.8839e-01	2.6600e-01	9.6400e-01
ZNF75D	ENST00000370766	2.6527e-04	5.3402e-01	3.1200e-01	9.6400e-01
ST6GALNAC3	ENST00000328299	2.6424e-04	5.3436e-01	3.1300e-01	9.6400e-01
FOXQ1	ENST00000296839	6.1849e-01	0.0000e+00	0.0000e+00	9.6500e-01
LRRCC1	ENST00000360375	7.2293e-21	7.3901e-01	5.7100e-01	9.6500e-01
PPAP2C	ENST00000327790	8.3068e-04	5.1400e-01	2.9100e-01	9.6500e-01
PPEF2	ENST00000286719	9.3684e-15	7.0374e-01	5.2000e-01	9.6500e-01
SFTA3	ENST00000518529	3.8679e-01	2.0391e-01	7.1000e-02	9.6500e-01
ZCWPW1	ENST00000398027	1.1227e-13	6.9533e-01	5.0900e-01	9.6500e-01
DUS1L	ENST00000354321	5.7260e-10	6.5798e-01	4.5800e-01	9.6500e-01
COG5	ENST00000297135	9.7667e-20	7.3386e-01	5.6300e-01	9.6500e-01
KRT35	ENST00000393989	2.4391e-06	5.9584e-01	3.8100e-01	9.6500e-01
SLC27A2	ENST00000267842	6.3647e-09	6.4358e-01	4.3900e-01	9.6500e-01
PYGL	ENST00000216392	1.7100e-17	7.2168e-01	5.4600e-01	9.6500e-01
COLEC10	ENST00000332843	2.6167e-03	4.8882e-01	2.6700e-01	9.6500e-01
CAPN3	ENST00000397163	3.5865e-19	7.3098e-01	5.5900e-01	9.6500e-01
SLC35F2	ENST00000525815	2.6278e-04	5.3485e-01	3.1300e-01	9.6500e-01
MANBA	ENST00000226578	1.3066e-18	7.2803e-01	5.5500e-01	9.6500e-01
CD99	ENST00000381192	2.6127e-03	4.8897e-01	2.6700e-01	9.6500e-01
PASK	ENST00000358649	1.9520e-21	7.4145e-01	5.7500e-01	9.6500e-01
PITHD1	ENST00000246151	8.0936e-03	4.5894e-01	2.3900e-01	9.6500e-01
SYCE1	ENST00000343131	7.0153e-08	6.2641e-01	4.1800e-01	9.6500e-01
CDHR4	ENST00000412678	3.7650e-13	6.9169e-01	5.0300e-01	9.6600e-01
CC2D2B	ENST00000410012	6.9071e-08	6.2735e-01	4.1900e-01	9.6600e-01
CPN2	ENST00000323830	2.6009e-03	4.8941e-01	2.6700e-01	9.6600e-01
MTBP	ENST00000305949	3.5074e-19	7.3145e-01	5.6000e-01	9.6600e-01
PYROXD1	ENST00000240651	6.2976e-09	6.4416e-01	4.4000e-01	9.6600e-01
SC5D	ENST00000264027	2.5941e-03	4.8967e-01	2.6700e-01	9.6600e-01
RFTN1	ENST00000334133	2.4248e-06	5.9625e-01	3.8100e-01	9.6600e-01
ASPSCR1	ENST00000306729	4.4156e-12	6.8166e-01	4.8900e-01	9.6600e-01
TBC1D5	ENST00000446818	4.6359e-18	7.2544e-01	5.5100e-01	9.6600e-01
HMOX2	ENST00000570646	2.6198e-04	5.3511e-01	3.1300e-01	9.6600e-01
JMJD7	ENST00000397299	8.1582e-05	5.5378e-01	3.3300e-01	9.6600e-01
PPCS	ENST00000372561	8.0389e-03	4.5965e-01	2.3900e-01	9.6600e-01
STARD10	ENST00000334805	8.1718e-05	5.5364e-01	3.3300e-01	9.6600e-01
TRMT61A	ENST00000389749	2.4387e-02	4.2206e-01	2.0700e-01	9.6600e-01
PDP2	ENST00000311765	8.1837e-05	5.5352e-01	3.3300e-01	9.6600e-01
SIGLEC9	ENST00000440804	2.5343e-05	5.6983e-01	3.5100e-01	9.6700e-01
TMPRSS9	ENST00000332578	1.6181e-17	7.2302e-01	5.4700e-01	9.6700e-01
SLC6A5	ENST00000525748	8.9770e-15	7.0508e-01	5.2100e-01	9.6700e-01
GLB1L	ENST00000295759	3.6916e-13	6.9241e-01	5.0400e-01	9.6700e-01
AIMP2	ENST00000223029	8.0240e-03	4.5985e-01	2.3900e-01	9.6700e-01
STEAP2	ENST00000287908	2.2453e-07	6.1865e-01	4.0800e-01	9.6700e-01
CCDC18	ENST00000370276	1.9627e-37	7.8939e-01	6.4700e-01	9.6700e-01
CCDC158	ENST00000388914	1.5547e-25	7.5852e-01	5.9900e-01	9.6700e-01
PANK2	ENST00000316562	7.4034e-07	6.0791e-01	3.9500e-01	9.6700e-01
SPARCL1	ENST00000418378	5.6374e-10	6.5875e-01	4.5900e-01	9.6700e-01
MAN2B1	ENST00000456935	4.7921e-22	7.4535e-01	5.8000e-01	9.6700e-01
FAM212B	ENST00000357260	7.9857e-03	4.6036e-01	2.4000e-01	9.6800e-01
H1FOO	ENST00000324382	6.9640e-02	3.7482e-01	1.7000e-01	9.6800e-01
GUCY2F	ENST00000218006	1.0552e-13	6.9749e-01	5.1000e-01	9.6800e-01
THADA	ENST00000405006	4.6208e-41	7.9664e-01	6.5900e-01	9.6800e-01
CXCR3	ENST00000373691	1.8100e-01	3.0790e-01	1.2500e-01	9.6800e-01
MMRN2	ENST00000372027	4.8869e-11	6.7221e-01	4.7600e-01	9.6800e-01
SEPT1	ENST00000321367	6.7665e-08	6.2860e-01	4.2000e-01	9.6800e-01
ABCA10	ENST00000269081	7.6593e-34	7.8175e-01	6.3500e-01	9.6800e-01
MTRF1	ENST00000379480	1.6199e-10	6.6696e-01	4.6800e-01	9.6900e-01
TNFAIP8	ENST00000504771	3.8452e-01	2.0489e-01	7.2000e-02	9.6900e-01
KIF12	ENST00000374118	4.1596e-12	6.8409e-01	4.9100e-01	9.6900e-01
ZNF263	ENST00000219069	5.4582e-10	6.6036e-01	4.6000e-01	9.6900e-01
NPM3	ENST00000370110	6.9498e-02	3.7507e-01	1.7000e-01	9.6900e-01
MAD1L1	ENST00000406869	6.8444e-16	7.1453e-01	5.3400e-01	9.6900e-01
OOSP1	ENST00000398992	3.8460e-01	2.0485e-01	7.2000e-02	9.6900e-01
AOC1	ENST00000493429	6.7236e-08	6.2899e-01	4.2000e-01	9.6900e-01
MRGPRF	ENST00000309099	2.4083e-02	4.2348e-01	2.0800e-01	9.6900e-01
ZFAND2B	ENST00000289528	2.4827e-05	5.7145e-01	3.5200e-01	9.6900e-01
TM4SF5	ENST00000270560	7.9243e-03	4.6117e-01	2.4000e-01	9.7000e-01
RAD54L	ENST00000371975	2.3634e-15	7.1144e-01	5.2900e-01	9.7000e-01
C3orf17	ENST00000314400	2.0063e-08	6.3845e-01	4.3100e-01	9.7000e-01
DLX3	ENST00000434704	2.5519e-03	4.9130e-01	2.6800e-01	9.7000e-01
C17orf49	ENST00000546495	6.9318e-02	3.7540e-01	1.7000e-01	9.7000e-01
CD96	ENST00000283285	1.3920e-11	6.7945e-01	4.8400e-01	9.7000e-01
ZNF607	ENST00000355202	2.3495e-06	5.9849e-01	3.8300e-01	9.7000e-01
LRP2BP	ENST00000328559	2.3523e-06	5.9840e-01	3.8200e-01	9.7000e-01
HLA-DQA1	ENST00000343139	2.3947e-02	4.2412e-01	2.0800e-01	9.7000e-01
ELMO3	ENST00000393997	6.6894e-16	7.1517e-01	5.3400e-01	9.7000e-01
CORO6	ENST00000345068	7.1605e-07	6.1016e-01	3.9600e-01	9.7000e-01
KIF19	ENST00000389916	1.4716e-17	7.2531e-01	5.4900e-01	9.7000e-01
PI4K2B	ENST00000264864	2.1895e-07	6.2026e-01	4.0900e-01	9.7000e-01
F10	ENST00000375559	2.3473e-06	5.9856e-01	3.8300e-01	9.7000e-01
ZNF569	ENST00000316950	6.5987e-08	6.3013e-01	4.2100e-01	9.7000e-01
MUC6	ENST00000421673	2.2123e-39	7.9622e-01	6.5600e-01	9.7100e-01
ASB6	ENST00000277458	8.0472e-04	5.1696e-01	2.9300e-01	9.7100e-01
CA5A	ENST00000309893	7.9051e-05	5.5640e-01	3.3400e-01	9.7100e-01
CABP2	ENST00000294288	2.5355e-03	4.9194e-01	2.6800e-01	9.7100e-01
SCML4	ENST00000369020	7.5932e-06	5.8635e-01	3.6800e-01	9.7100e-01
SLCO1C1	ENST00000381552	3.9889e-12	6.8579e-01	4.9200e-01	9.7200e-01
SMYD1	ENST00000419482	2.1406e-07	6.2171e-01	4.1000e-01	9.7200e-01
ITGBL1	ENST00000376180	1.7671e-09	6.5518e-01	4.5200e-01	9.7200e-01
CENPJ	ENST00000381884	2.0603e-27	7.6774e-01	6.1100e-01	9.7200e-01
GBE1	ENST00000429644	1.1497e-12	6.9132e-01	5.0000e-01	9.7200e-01
NKPD1	ENST00000317951	7.0389e-07	6.1131e-01	3.9700e-01	9.7200e-01
MRS2	ENST00000378386	1.9516e-08	6.4005e-01	4.3200e-01	9.7200e-01
PLVAP	ENST00000252590	2.3021e-06	5.9994e-01	3.8300e-01	9.7200e-01
XPA	ENST00000375128	7.8652e-05	5.5683e-01	3.3500e-01	9.7200e-01
PFKM	ENST00000340802	3.7625e-18	7.3023e-01	5.5500e-01	9.7200e-01
RABL3	ENST00000273375	8.0229e-04	5.1725e-01	2.9300e-01	9.7200e-01
EHHADH	ENST00000231887	5.2377e-10	6.6242e-01	4.6100e-01	9.7200e-01
BIN2	ENST00000267012	4.5252e-11	6.7567e-01	4.7800e-01	9.7300e-01
ZNF599	ENST00000329285	2.1284e-07	6.2207e-01	4.1000e-01	9.7300e-01
CCDC14	ENST00000433542	7.7963e-15	7.0947e-01	5.2500e-01	9.7300e-01
NEDD8-MDP1	ENST00000534348	2.5047e-03	4.9316e-01	2.6900e-01	9.7300e-01
CHST7	ENST00000276055	6.8651e-02	3.7661e-01	1.7100e-01	9.7300e-01
CNNM3	ENST00000305510	2.1173e-07	6.2241e-01	4.1000e-01	9.7300e-01
CARD16	ENST00000375706	3.8275e-01	2.0566e-01	7.2000e-02	9.7300e-01
TTC39B	ENST00000512701	2.1790e-15	7.1382e-01	5.3100e-01	9.7300e-01
UACA	ENST00000322954	3.2462e-29	7.7361e-01	6.1900e-01	9.7300e-01
CD300E	ENST00000328630	2.3692e-02	4.2535e-01	2.0800e-01	9.7300e-01
CCR4	ENST00000330953	6.8630e-02	3.7664e-01	1.7100e-01	9.7300e-01
SRD5A3	ENST00000264228	2.4941e-04	5.3945e-01	3.1600e-01	9.7300e-01
HEXA	ENST00000268097	1.3405e-11	6.8106e-01	4.8600e-01	9.7300e-01
APBB3	ENST00000354402	5.0783e-10	6.6395e-01	4.6200e-01	9.7400e-01
GNB5	ENST00000261837	6.3614e-08	6.3236e-01	4.2200e-01	9.7400e-01
CASP9	ENST00000333868	7.3826e-06	5.8845e-01	3.6900e-01	9.7400e-01
GSKIP	ENST00000556095	3.8220e-01	2.0590e-01	7.2000e-02	9.7400e-01
PSTK	ENST00000368887	7.3998e-06	5.8828e-01	3.6900e-01	9.7400e-01
GPR155	ENST00000392552	6.0431e-16	7.1800e-01	5.3600e-01	9.7400e-01
USP6	ENST00000574788	2.9469e-35	7.8989e-01	6.4400e-01	9.7400e-01
KIAA0895	ENST00000297063	6.3286e-08	6.3267e-01	4.2200e-01	9.7400e-01
TRPV5	ENST00000265310	2.6365e-14	7.0652e-01	5.2000e-01	9.7400e-01
WDR53	ENST00000332629	2.4918e-03	4.9368e-01	2.6900e-01	9.7400e-01
CLGN	ENST00000325617	1.2813e-11	6.8298e-01	4.8700e-01	9.7500e-01
PZP	ENST00000261336	6.8173e-36	7.9204e-01	6.4700e-01	9.7500e-01
SLC52A2	ENST00000532887	2.4777e-03	4.9424e-01	2.7000e-01	9.7500e-01
ZNF394	ENST00000337673	2.2429e-06	6.0179e-01	3.8500e-01	9.7500e-01
TTC9	ENST00000256367	6.8170e-02	3.7749e-01	1.7100e-01	9.7500e-01
SLC35C1	ENST00000314134	2.3545e-02	4.2606e-01	2.0900e-01	9.7500e-01
NPHP1	ENST00000316534	1.2410e-17	7.2937e-01	5.5200e-01	9.7500e-01
TMC1	ENST00000297784	9.1808e-19	7.3573e-01	5.6100e-01	9.7500e-01
NUFIP1	ENST00000379161	6.2929e-08	6.3302e-01	4.2300e-01	9.7500e-01
PAFAH1B3	ENST00000538771	2.4816e-03	4.9408e-01	2.7000e-01	9.7500e-01
ERI2	ENST00000357967	5.0234e-10	6.6449e-01	4.6300e-01	9.7500e-01
UROC1	ENST00000383579	2.0787e-15	7.1519e-01	5.3200e-01	9.7500e-01
TNNT3	ENST00000278317	2.0758e-07	6.2368e-01	4.1100e-01	9.7500e-01
SNAPC4	ENST00000298532	2.6507e-29	7.7619e-01	6.2200e-01	9.7600e-01
SNCB	ENST00000310112	6.8062e-02	3.7769e-01	1.7100e-01	9.7600e-01
ZNF619	ENST00000447116	2.3629e-05	5.7537e-01	3.5400e-01	9.7600e-01
GUCA2B	ENST00000372581	3.8097e-01	2.0644e-01	7.2000e-02	9.7600e-01
ARHGEF10	ENST00000349830	6.7739e-30	7.7771e-01	6.2400e-01	9.7600e-01
TSTD1	ENST00000423014	3.8107e-01	2.0640e-01	7.2000e-02	9.7600e-01
EIF2B1	ENST00000424014	7.6150e-05	5.5954e-01	3.3600e-01	9.7600e-01
